cell_type,comp,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
Astrocyte,9,prerank,Negative Regulation Of Viral Process (GO:0048525),-0.8377702816001201,-1.7396616987721103,0.0,0.0264007591602913,0.116,8/23,8.27%,PLSCR1;ZFP36;IFI16;IFITM3;IFITM2;BST2;ZC3HAV1;LTF
Astrocyte,9,prerank,Response To Interleukin-1 (GO:0070555),-0.8326825869963892,-1.822169621592014,0.0,0.0103387588320022,0.007,15/34,10.56%,CHI3L1;CCL2;PRKCA;IL1R1;GBP2;GBP1;HIF1A;GBP3;TLE5;ANXA1;ADAMTS12;MYD88;ZC3H12A;CITED1;ADAMTS7
Astrocyte,9,prerank,Regulation Of Viral Genome Replication (GO:0045069),-0.8306292400411237,-1.6979566436184172,0.0,0.0467232370292407,0.305,7/22,8.27%,PLSCR1;IFI16;IFITM3;IFITM2;BST2;ZC3HAV1;LTF
Astrocyte,9,prerank,Cellular Response To Tumor Necrosis Factor (GO:0071356),-0.8250197859777157,-1.820528415376592,0.0,0.0038770345620008,0.008,16/40,10.56%,YBX3;CHI3L1;ZFP36;CCL2;ZFP36L2;GBP2;ERBIN;GBP1;NPNT;GBP3;AIM2;ADAMTS12;BIRC3;ZC3H12A;ST18;ADAMTS7
Astrocyte,9,prerank,Cellular Response To Interleukin-1 (GO:0071347),-0.7970105477501105,-1.705659578251223,0.0045871559633027,0.0452320698900097,0.267,13/30,11.83%,CCL2;IL1R1;GBP2;GBP1;HIF1A;GBP3;ADAMTS12;EGR1;MYD88;ZC3H12A;ST18;ADAMTS7;PLCB1
Astrocyte,9,prerank,Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557),-0.7913285877165053,-1.7664099527828707,0.0,0.0149912003064032,0.047,12/37,4.13%,SAMD4A;NAMPT;SORBS1;FGF2;CCL2;HGF;TGFB2;CIITA;NLRC5;IL33;NIBAN1;TLR2
Astrocyte,9,prerank,Response To Cytokine (GO:0034097),-0.7623174455217986,-1.747309362013958,0.0014388489208633,0.0239083797990051,0.091,16/46,8.16%,PLSCR1;OSMR;CHI3L1;PRKCA;IL1R1;IFITM3;CIITA;IFITM2;BCL2;NFKB2;XAF1;TLE5;ANXA1;BST2;MYD88;TIMP1
Astrocyte,9,prerank,Defense Response To Symbiont (GO:0140546),-0.7231518009062357,-1.7051675896575629,0.0,0.0416781215415089,0.267,14/52,8.00%,PLSCR1;GBP2;IFI16;IFITM3;NLRC5;IRF1;TLR2;IRF7;IFITM2;BCL2;AIM2;BST2;MYD88;TRIM5
Astrocyte,9,prerank,Defense Response To Virus (GO:0051607),-0.718211273756306,-1.710521639604338,0.0,0.042259676725809,0.238,15/56,8.00%,PLSCR1;GBP2;IFI16;IFITM3;NLRC5;IRF1;TLR2;IRF7;IFITM2;BCL2;AIM2;BST2;MYD88;CXCL10;TRIM5
Astrocyte,9,prerank,Cellular Response To Cytokine Stimulus (GO:0071345),-0.7158775191036606,-1.8166441807167812,0.0,0.0032308621350006,0.009,30/105,9.75%,OSMR;YBX3;CHI3L1;ZFP36;CCL2;ZFP36L2;GBP2;IFI16;MT1X;ERBIN;GBP1;IL13RA1;HIF1A;NPNT;GHR;IRF1;CALM1;TLR2;CAMK2A;IFITM2;GBP3;AIM2;ADAMTS12;EGR1;SOCS1;GAPDH;MT2A;ZC3H12A;AQP4;GBP4
Astrocyte,10,prerank,Ribosomal Small Subunit Assembly (GO:0000028),-0.9354243542435424,-1.790845775012151,0.0,0.0441236762510346,0.549,7/7,6.60%,RPSA;RPS19;RPS5;RPS14;RPS28;RPS27;RPS15
Astrocyte,10,prerank,Cellular Response To Zinc Ion (GO:0071294),-0.9229180111410212,-1.8493683387856608,0.0,0.0174159236317883,0.252,6/8,6.15%,MT1F;MT1G;MT1E;MT2A;MT1M;MT1H
Astrocyte,10,prerank,Response To Cadmium Ion (GO:0046686),-0.9020612999456894,-1.875291741686758,0.0,0.0115820181787754,0.168,5/10,6.15%,EGFR;MT1F;MT1G;MT1E;MT1H
Astrocyte,10,prerank,Response To Zinc Ion (GO:0010043),-0.8833161032128111,-1.798983902457903,0.0,0.0406253796684717,0.504,6/9,6.15%,MT1F;MT1G;MT1E;MT2A;MT1M;MT1H
Astrocyte,10,prerank,Cellular Response To Cadmium Ion (GO:0071276),-0.8678627994403693,-1.8405417141921612,0.0,0.0197524349379927,0.292,5/11,6.15%,EGFR;MT1F;MT1G;MT1E;MT1H
Astrocyte,10,prerank,Ribosomal Small Subunit Biogenesis (GO:0042274),-0.8625626483609103,-2.235075970747073,0.0,0.0,0.0,20/25,10.28%,RPS3A;RPSA;RPS23;RPS7;RPS19;RPS4X;RPS5;RPS9;RPS16;RPS6;RPS14;RPS28;RPS27;RPS15;RPS15A;RPS11;RPS25;RPS8;RPS13;RPS19BP1
Astrocyte,10,prerank,ncRNA Processing (GO:0034470),-0.8610756307534267,-2.13219779422721,0.0,8.340959593768361e-05,0.001,15/20,10.19%,RPL26;RPS7;RPS19;RPL27;RPL14;RPS16;RPL35A;RPS6;RPS28;RPS27;RPS15;RPL7;RPS25;RPL11;RPL5
Astrocyte,10,prerank,Ribosome Assembly (GO:0042255),-0.8530045813668078,-2.021690064052468,0.0,0.0004777095040067,0.007,14/15,13.05%,RPSA;RPS19;RPS5;RPS14;RPL23A;RPL6;RPS28;RPS27;RPS15;RPL11;RPL10;RPL5;RRS1;RPLP0
Astrocyte,10,prerank,rRNA Processing (GO:0006364),-0.8521603068201175,-2.131839702488308,0.0,7.506863634391524e-05,0.001,16/22,10.19%,RPL26;RPS7;RPS19;RPL27;RPL14;RPS16;RPL35A;RPS6;RPS14;RPS28;RPS27;RPS15;RPL7;RPS25;RPL11;RPL5
Astrocyte,10,prerank,Cytoplasmic Translation (GO:0002181),-0.8504906405632944,-2.757756376864604,0.0,0.0,0.0,67/81,10.85%,RPL26;RPS27A;RPS21;RPL9;RPS18;RPS3A;RPSA;RPL34;RPS23;FAU;RPL3;RPS7;RPL37;RPS29;RPS19;RPL24;RPL30;RPL27;RPS4X;RPS5;RPLP1;RPL32;RPL38;RPL37A;RPL14;RPS9;RPL35;RPL10A;RPL21;RPS16;RPL35A;RPS10;RPL36AL;RPL18A;RPL19;RPL13A;RPL27A;RPS3;RPS6;RPS14;RPL13;RPL23A;RPL6;RPL31;RPL17;RPS28;RPS27;RPL12;RPL22;RPS15;RPL8;RPS15A;RPL7;RPL18;RPL7A;RPL36;RPS11;RPS25;RPLP2;RPL28;RPS8;RPL11;RPS26;RPL10;RPL5;RPS13;RPL41
Astrocyte,10,prerank,Ribonucleoprotein Complex Biogenesis (GO:0022613),-0.8451149366352498,-2.3931895679711435,0.0,0.0,0.0,27/36,11.31%,RPL26;RPS3A;RPS23;RPS7;RPS19;RPS4X;RPS5;RPL38;RPL14;RPS9;RPS16;RPL35A;RPS6;RPS14;RPS28;RPS27;RPS15;RPS15A;RPL7;RPS11;RPS25;RPS8;RPL11;RPL5;RPS13;RPS19BP1;RRS1
Astrocyte,10,prerank,Ribosomal Large Subunit Biogenesis (GO:0042273),-0.843200667087474,-1.912393891145277,0.0,0.0049660790196743,0.074,11/14,13.05%,RPL26;RPL14;RPL35A;RPL23A;RPL6;RPL7;RPL11;RPL10;RPL5;RRS1;RPLP0
Astrocyte,10,prerank,Ribosome Biogenesis (GO:0042254),-0.8422085611129412,-2.4034992272095965,0.0,0.0,0.0,27/37,11.31%,RPL26;RPS3A;RPS23;RPS7;RPS19;RPL27;RPS4X;RPS5;RPL14;RPS9;RPS16;RPL35A;RPS6;RPS14;RPS28;RPS27;RPS15;RPS15A;RPL7;RPS11;RPS25;RPS8;RPL11;RPL5;RPS13;RPS19BP1;RRS1
Astrocyte,10,prerank,Peptide Biosynthetic Process (GO:0043043),-0.8340179156136258,-2.749607645593721,0.0,0.0,0.0,69/93,10.26%,RPL26;RPS27A;RPS21;RPL9;RPS18;RPS3A;RPSA;RPL34;RPS23;FAU;RPL3;RPS7;RPL37;RPS29;RPS19;RPL24;RPL30;RPL27;RPS4X;RPS5;RPLP1;RPL32;PCSK5;RPL38;RPL37A;RPL14;RPS9;RPL35;RPL10A;RPL21;RPS16;RPL35A;RPS10;RPL36AL;RPL18A;RPL19;RPL13A;RPL27A;RPS3;RPS6;RPS14;RPL13;RPL23A;RPL6;RPL31;RPS4Y1;RPL17;RPS28;RPS27;RPL12;RPL22;RPS15;RPL8;RPS15A;RPL7;RPL18;RPL7A;RPL36;RPS11;RPS25;RPLP2;RPL28;RPS8;RPL11;RPS26;RPL10;MRPL27;RPL5;RPS13
Astrocyte,10,prerank,Translation (GO:0006412),-0.8176888648431743,-2.7427893834022417,0.0,0.0,0.0,70/106,10.26%,RPL26;RPS27A;RPS21;RPL9;RPS18;RPS3A;RPSA;RPL34;RPS23;FAU;RPL3;RPS7;RPL37;RPS29;RPS19;RPL24;RPL30;RPL27;RPS4X;RPS5;RPLP1;RPL32;RPL38;RPL37A;RPL14;RPS9;RPL35;RPL10A;RPL21;RPS16;RPL35A;RPS10;RPL36AL;EEF1B2;RPL18A;RPL19;RPL13A;RPL27A;RPS3;RPS6;RPS14;RPL13;RPL23A;RPL6;RPL31;RPS4Y1;RPL17;RPS28;RPS27;RPL12;RPL22;RPS15;RPL8;RPS15A;RPL7;RPL18;RPL7A;RPL36;RPS11;RPS25;RPLP2;EEF2;RPL28;RPS8;RPL11;RPS26;RPL10;MRPL27;RPL5;RPS13
Astrocyte,10,prerank,Macromolecule Biosynthetic Process (GO:0009059),-0.7896410598082853,-2.616519357439747,0.0,0.0,0.0,70/101,10.26%,RPL26;RPS27A;RPS21;RPL9;RPS18;RPS3A;RPSA;RPL34;RPS23;FAU;RPL3;RPS7;RPL37;RPS29;RPS19;RPL24;RPL30;RPL27;RPS4X;RPS5;RPLP1;RPL32;RPL38;RPL37A;RPL14;RPS9;RPL35;RPL10A;RPL21;RPS16;RPL35A;RPS10;RPL36AL;EEF1B2;RPL18A;RPL19;RPL13A;RPL27A;RPS3;RPS6;RPS14;RPL13;RPL23A;RPL6;RPL31;RPS4Y1;RPL17;RPS28;RPS27;RPL12;RPL22;RPS15;RPL8;RPS15A;RPL7;RPL18;RPL7A;RPL36;RPS11;RPS25;RPLP2;EEF2;RPL28;RPS8;RPL11;RPS26;RPL10;MRPL27;RPL5;RPS13
Astrocyte,10,prerank,Gene Expression (GO:0010467),-0.7889662279121377,-2.649599939344345,0.0,0.0,0.0,69/106,10.26%,RPL26;RPS27A;RPS21;RPL9;RPS18;RPS3A;RPSA;RPL34;RPS23;FAU;RPL3;RPS7;RPL37;RPS29;RPS19;RPL24;RPL30;ANGPT2;RPL27;RPS4X;RPS5;RPLP1;RPL32;RPL38;RPL37A;RPL14;RPS9;RPL35;RPL10A;RPL21;RPS16;RPL35A;RPS10;RPL36AL;RPL18A;RPL19;RPL13A;RPL27A;RPS3;RPS6;RPS14;RPL13;RPL23A;RPL6;RPL31;RPS4Y1;RPL17;RPS28;RPS27;RPL12;RPL22;RPS15;RPL8;RPS15A;RPL7;RPL18;RPL7A;RPL36;RPS11;RPS25;RPLP2;RPL28;RPS8;RPL11;RPS26;RPL10;MRPL27;RPL5;RPS13
Astrocyte,10,prerank,rRNA Metabolic Process (GO:0016072),-0.7541323634332446,-1.971755453797816,0.0027247956403269,0.0015639299238315,0.022,15/24,10.19%,RPL26;RPS7;RPS19;RPL27;RPL14;RPS16;RPL35A;RPS6;RPS28;RPS27;RPS15;RPL7;RPS25;RPL11;RPL5
Astrocyte,10,prerank,Response To Metal Ion (GO:0010038),0.8253640380339009,1.890577125925468,0.0,0.0237611946659847,0.02,8/20,5.25%,AHCYL1;NDRG1;PLSCR1;CALM1;HIF1A;BCL2;CALM2;CALM3
Astrocyte,12,prerank,"Mitochondrial Electron Transport, NADH To Ubiquinone (GO:0006120)",-0.6909214987522772,-1.951790117071348,0.0021367521367521,0.0142258329605484,0.246,13/19,19.88%,NDUFB2;NDUFA3;NDUFS6;NDUFB7;NDUFB10;NDUFC2;NDUFS5;NDUFC1;NDUFA7;NDUFB3;NDUFB9;NDUFA2;NDUFA8
Astrocyte,12,prerank,NADH Dehydrogenase Complex Assembly (GO:0010257),-0.6874802856096265,-1.9731081273983504,0.0,0.0106405852581328,0.191,14/21,19.88%,NDUFB2;NDUFA3;NDUFB7;NDUFAF8;NDUFB10;NDUFA11;NDUFC2;NDUFS5;NDUFC1;NDUFB3;NDUFA13;NDUFB9;NDUFA2;NDUFA8
Astrocyte,12,prerank,Mitochondrial Respiratory Chain Complex I Assembly (GO:0032981),-0.6874802856096265,-1.9731081273983504,0.0,0.0106405852581328,0.191,14/21,19.88%,NDUFB2;NDUFA3;NDUFB7;NDUFAF8;NDUFB10;NDUFA11;NDUFC2;NDUFS5;NDUFC1;NDUFB3;NDUFA13;NDUFB9;NDUFA2;NDUFA8
Astrocyte,12,prerank,ncRNA Processing (GO:0034470),-0.681434020591736,-2.0158307818849672,0.0,0.0055337185094243,0.091,11/20,18.83%,RPS27;RPS15;RPL7;RPS7;RPS19;RPS28;EXOSC4;RPL35A;FBL;RPS6;RPS25
Astrocyte,12,prerank,Energy Derivation By Oxidation Of Organic Compounds (GO:0015980),-0.6778555555626841,-2.0891922205424374,0.0,0.002697252732581,0.03,13/24,13.56%,MT3;UQCR11;COX7B;UQCR10;NR4A3;COX5B;CHCHD5;PID1;COX6C;UQCRH;COX8A;COX7A2;COX6B1
Astrocyte,12,prerank,Aerobic Respiration (GO:0009060),-0.662711233464781,-2.1210495214279943,0.0,0.001342411498243,0.012,19/30,19.88%,NDUFB2;NDUFA3;NDUFS6;NDUFB7;CHCHD10;NDUFB10;SURF1;NDUFA11;NDUFC2;NDUFS5;NDUFC1;NDUFA7;UQCRH;NDUFA12;NDUFB3;NDUFA13;NDUFB9;NDUFA2;NDUFA8
Astrocyte,12,prerank,Mitochondrial ATP Synthesis Coupled Electron Transport (GO:0042775),-0.6608815498093121,-2.271494530734511,0.0,0.0,0.0,24/41,18.15%,UQCR11;NDUFB2;COX7B;UQCR10;NDUFA3;NDUFS6;NDUFB7;NDUFB10;COX5B;NDUFC2;NDUFS5;NDUFC1;NDUFA7;COX6C;UQCRH;NDUFA12;NDUFB3;COX8A;COX7A2;COX6B1;CYCS;UQCC3;NDUFB9;NDUFA2
Astrocyte,12,prerank,Aerobic Electron Transport Chain (GO:0019646),-0.6570461173126507,-2.245212294206373,0.0,0.0,0.0,23/40,18.15%,UQCR11;NDUFB2;COX7B;UQCR10;NDUFA3;NDUFS6;NDUFB7;NDUFB10;COX5B;NDUFC2;NDUFS5;NDUFC1;NDUFA7;COX6C;UQCRH;NDUFB3;COX8A;COX7A2;COX6B1;CYCS;UQCC3;NDUFB9;NDUFA2
Astrocyte,12,prerank,Cellular Respiration (GO:0045333),-0.6458994971281271,-2.326341927248228,0.0,0.0,0.0,28/49,18.15%,UQCR11;NDUFB2;COX7B;UQCR10;NDUFA3;NDUFS6;NDUFB7;NR4A3;NDUFB10;SURF1;NDUFA11;COX5B;NDUFC2;CHCHD5;NDUFS5;NDUFC1;NDUFA7;COX6C;UQCRH;NDUFA12;NDUFB3;COX8A;COX7A2;COX6B1;NDUFA13;CYCS;NDUFB9;NDUFA2
Astrocyte,12,prerank,Positive Regulation Of Cellular Metabolic Process (GO:0031325),-0.6456924428898587,-1.9181101665427012,0.0,0.0232449148906305,0.373,10/22,15.18%,MT3;GADD45A;AGT;PDGFRB;ROMO1;CCL5;CHCHD2;PID1;CBR1;MUSK
Astrocyte,12,prerank,Proton Motive Force-Driven Mitochondrial ATP Synthesis (GO:0042776),-0.6372720297654751,-2.0517194319513106,0.0,0.0036141848029621,0.055,19/32,19.88%,ATP5ME;NDUFB2;NDUFA3;NDUFS6;NDUFB7;ATP5F1E;NDUFB10;NDUFA11;ATP5MF;NDUFC2;NDUFS5;NDUFC1;NDUFA7;NDUFA12;NDUFB3;NDUFA13;NDUFB9;NDUFA2;NDUFA8
Astrocyte,12,prerank,Oxidative Phosphorylation (GO:0006119),-0.6299176679178262,-2.098513998843675,0.0,0.0023492201219254,0.023,20/35,18.15%,ATP5ME;NDUFB2;NDUFA3;NDUFS6;NDUFB7;ATP5F1E;CHCHD10;NDUFB10;NDUFA11;ATP5MF;NDUFC2;NDUFS5;NDUFC1;NDUFA7;UQCRH;NDUFA12;NDUFB3;NDUFA13;NDUFB9;NDUFA2
Astrocyte,12,prerank,rRNA Processing (GO:0006364),-0.6297669703564999,-1.90903858967801,0.0,0.025293269979397,0.406,14/22,25.74%,RPS27;RPS15;RPL7;RPS7;RPS19;RPS28;EXOSC4;RPL35A;FBL;RPS6;RPS25;SNU13;RPS14;RPS16
Astrocyte,12,prerank,Proton Motive Force-Driven ATP Synthesis (GO:0015986),-0.6254112355959734,-2.077236583328155,0.0,0.0027763510531845,0.036,19/35,18.15%,ATP5ME;NDUFB2;NDUFA3;NDUFS6;NDUFB7;ATP5F1E;ATP5MC3;NDUFB10;NDUFA11;ATP5MF;NDUFC2;NDUFS5;NDUFC1;NDUFA7;NDUFA12;NDUFB3;NDUFA13;NDUFB9;NDUFA2
Astrocyte,12,prerank,Mitochondrial Respiratory Chain Complex Assembly (GO:0033108),-0.621498688404381,-2.022910053890423,0.0,0.0052577783681188,0.082,18/31,19.88%,NDUFB2;NDUFA3;NDUFB7;NDUFAF8;NDUFB10;SURF1;COA3;NDUFA11;NDUFC2;NDUFS5;NDUFC1;NDUFB3;NDUFA13;COA8;UQCC3;NDUFB9;NDUFA2;NDUFA8
Astrocyte,12,prerank,Cytoplasmic Translation (GO:0002181),-0.5566521076941096,-2.151756312271337,0.0,0.0007830733739751,0.006,34/81,17.38%,RPS27;RPS23;RPL19;RPL9;RPL10;RPS29;RPL30;RPL35;RPLP2;RPL23A;RPL36;RPL41;RPL12;RPL24;RPS15;RPL7;RPL29;RPS18;RPL27A;RPS7;RPL32;RPS19;RPL8;RPS20;RPS28;RPL37A;RPL18;RPL15;RPL35A;RPS26;RPS3A;RPL36AL;RPS6;FAU
Astrocyte,12,prerank,Gene Expression (GO:0010467),-0.5416119015529459,-2.2123577755199677,0.0,0.0,0.0,43/106,17.38%,RPS4Y1;RPS27;RPS23;RPL19;RPL9;RPL10;RPS29;RPL30;RPL35;RPLP2;RPL23A;RPL36;RPL41;RPL12;RPL24;RPS15;RPL7;RPL29;RPS18;RPL27A;RPS7;RBPMS;ADARB2;RPL32;ALYREF;RPS19;RPL8;RPS20;RPS28;CELF2;ANGPT2;RPL37A;EXOSC4;RPL18;RPL15;RPL35A;MRPL51;MRPL24;RPS26;RPS3A;RPL36AL;RPS6;FAU
Astrocyte,12,prerank,Translation (GO:0006412),-0.5293791228452088,-2.161548815710985,0.0,0.000469844024385,0.003,43/106,17.38%,RPS4Y1;RPS27;RPS23;RPL19;EEF1G;RPL9;RPL10;RPS29;RPL30;RPL35;RPLP2;EEF2;RPL23A;GADD45GIP1;RPL36;RPL41;RPL12;RPL24;RPS15;RPL7;RPL29;RPS18;RPL27A;RPS7;RPL32;RPS19;MRPL20;RPL8;MRPS24;RPS20;RPS28;RPL37A;NDUFA7;RPL18;RPL15;RPL35A;MRPL51;MRPL24;RPS26;RPS3A;RPL36AL;RPS6;FAU
Astrocyte,12,prerank,Peptide Biosynthetic Process (GO:0043043),-0.528144966505389,-2.0842763291492794,0.0,0.0027407568089129,0.033,37/93,17.38%,RPS4Y1;RPS27;RPS23;RPL19;RPL9;RPL10;RPS29;RPL30;RPL35;RPLP2;RPL23A;RPL36;RPL41;RPL12;RPL24;RPS15;RPL7;RPL29;RPS18;RPL27A;RPS7;RPL32;RPS19;RPL8;RPS20;RPS28;RPL37A;RPL18;RPL15;RPL35A;MRPL51;MRPL24;RPS26;RPS3A;RPL36AL;RPS6;FAU
Astrocyte,12,prerank,Macromolecule Biosynthetic Process (GO:0009059),-0.5126292039493612,-2.0721987840634406,0.0,0.0025449884654192,0.036,39/101,17.38%,RPS4Y1;RPS27;RPS23;RPL19;EEF1G;RPL9;RPL10;RPS29;RPL30;RPL35;RPLP2;EEF2;RPL23A;RPL36;RPL41;RPL12;RPL24;RPS15;RPL7;RPL29;RPS18;RPL27A;RPS7;RPL32;RPS19;RPL8;RPS20;RPS28;RPL37A;RPL18;RPL15;RPL35A;MRPL51;MRPL24;RPS26;RPS3A;RPL36AL;RPS6;FAU
Astrocyte,12,prerank,Regulation Of Interleukin-6 Production (GO:0032675),0.6071103850035078,2.107242365743799,0.0,0.0180277438812455,0.015,23/46,19.90%,SYK;NCKAP1L;TLR6;TLR7;CD74;TLR1;IRAK3;LILRB4;LCP1;CD84;PLCG2;LILRB2;TREM2;AIF1;EREG;CYBA;LGALS9;ELF4;CLEC7A;IL1B;HLA-B;IL6;TNF
Astrocyte,13,prerank,Regulation Of Epithelial Cell Apoptotic Process (GO:1904035),-0.9218455473480508,-1.891127146592245,0.0,0.0350263176683908,0.482,2/6,0.88%,ZFP36L1;ZFP36
Astrocyte,13,prerank,'De Novo' Post-Translational Protein Folding (GO:0051084),-0.9070507439304905,-2.055979518045877,0.0,0.0068432598315436,0.039,7/8,8.18%,DNAJB1;HSPA6;HSPA2;HSPE1;HSPA1A;HSPA1B;HSPA8
Astrocyte,13,prerank,Chaperone Cofactor-Dependent Protein Refolding (GO:0051085),-0.9070507439304905,-2.055979518045877,0.0,0.0068432598315436,0.039,7/8,8.18%,DNAJB1;HSPA6;HSPA2;HSPE1;HSPA1A;HSPA1B;HSPA8
Astrocyte,13,prerank,Response To Epidermal Growth Factor (GO:0070849),-0.8662231410290111,-1.9427561701805889,0.0,0.0246739896410627,0.273,6/8,4.90%,ZFP36L1;SOX9;ZFP36;FOXC1;ZFP36L2;EGFR
Astrocyte,13,prerank,Cellular Response To Epidermal Growth Factor Stimulus (GO:0071364),-0.8662231410290111,-1.9427561701805889,0.0,0.0246739896410627,0.273,6/8,4.90%,ZFP36L1;SOX9;ZFP36;FOXC1;ZFP36L2;EGFR
Astrocyte,13,prerank,Phosphatidylinositol 3-Kinase Signaling (GO:0014065),-0.8548795521693355,-1.8431013964609573,0.0018903591682419,0.0475237461187668,0.688,5/7,11.35%,ZFP36L1;FCGR3A;PIK3R5;EDN1;IGF1
Astrocyte,13,prerank,Positive Regulation Of Endothelial Cell Chemotaxis (GO:2001028),-0.8469988678220299,-1.84376627801038,0.0040816326530612,0.0480861204234363,0.686,5/7,9.40%,VEGFA;HSPB1;FGF2;TMSB4X;SEMA5A
Astrocyte,13,prerank,Regulation Of mRNA Catabolic Process (GO:0061013),-0.8328364555371626,-1.961980931533544,0.0,0.0227293987261986,0.212,4/9,4.86%,ZFP36L1;ZFP36;PRKCA;ZFP36L2
Astrocyte,13,prerank,Cell Migration Involved In Sprouting Angiogenesis (GO:0002042),-0.8272890296863877,-1.9665560319221609,0.0,0.021823673160259,0.193,4/10,4.94%,NR4A1;VEGFA;FGF2;EPHB4
Astrocyte,13,prerank,Intracellular Glucose Homeostasis (GO:0001678),-0.8251021791805149,-1.8698613175397372,0.0,0.0412475606329857,0.567,4/9,7.76%,FOXO1;HK2;CARTPT;HIF1A
Astrocyte,13,prerank,Positive Regulation Of Morphogenesis Of An Epithelium (GO:1905332),-0.8235070770204544,-2.025051298910281,0.0,0.0105315102602327,0.073,6/11,9.56%,SIX1;VEGFA;SOX9;FGF2;ITGAX;GDNF
Astrocyte,13,prerank,Response To Fibroblast Growth Factor (GO:0071774),-0.8231347779882995,-1.9520444975937985,0.0,0.0253149160685675,0.238,4/10,4.86%,NR4A1;ZFP36L1;ZFP36;ZFP36L2
Astrocyte,13,prerank,Positive Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904707),-0.8228797808552316,-1.885696253484789,0.0021459227467811,0.0361307825629716,0.5,5/9,11.48%,NR4A3;IGFBP5;FGF2;IGF1;PDGFB
Astrocyte,13,prerank,Response To Unfolded Protein (GO:0006986),-0.7973748228598203,-2.097607096418808,0.0,0.0076986673104866,0.019,10/14,8.18%,HSPB1;SERPINH1;HSPB8;DNAJB1;HSP90AA1;HSPA6;HSPA2;HSPE1;HSPA1A;HSPA8
Astrocyte,13,prerank,Negative Regulation Of Actin Filament Polymerization (GO:0030837),-0.788489410630515,-2.024822669692893,0.0,0.0096538844052133,0.073,6/12,5.82%,TMSB10;PFN2;KANK1;GSN;PFN1;TMSB4X
Astrocyte,13,prerank,Positive Regulation Of Smooth Muscle Cell Migration (GO:0014911),-0.7742108954347116,-1.9797212923158247,0.0,0.0184768015451679,0.151,7/13,15.77%,NR4A3;IGFBP5;AIF1;DOCK5;IGF1;PDGFB;S100A11
Astrocyte,13,prerank,Morphogenesis Of An Epithelium (GO:0002009),-0.7724168884069629,-1.8326782536168804,0.0,0.0492877642629038,0.739,6/9,17.21%,SOX9;TBX18;SOX10;TNC;FGFR2;ACTG1
Astrocyte,13,prerank,Fc Receptor Mediated Stimulatory Signaling Pathway (GO:0002431),-0.7703977454752271,-1.9327578325501944,0.0,0.0250982194371176,0.301,7/11,15.59%,NR4A3;VAV3;SYK;VAV1;FCER1G;FGR;HCK
Astrocyte,13,prerank,Regulation Of miRNA Transcription (GO:1902893),-0.7462043160710494,-2.080520169442009,0.0,0.0080652705157479,0.031,13/18,15.05%,SOX9;FOS;FGF2;NFATC4;EGFR;LILRB4;HIF1A;APLN;TGFB2;NFIB;PDGFB;EGR1;ETS1
Astrocyte,13,prerank,Regulation Of Epithelial Cell Migration (GO:0010632),-0.7347390949554429,-2.131931092568161,0.0,0.0068432598315436,0.012,11/19,10.71%,PFN2;SASH1;SOX9;GLUL;PFN1;ENPP2;RAB25;HIF1A;TGFB2;RREB1;DOCK5
Astrocyte,13,prerank,Regulation Of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0010803),-0.7318938796022652,-1.9203033443642976,0.0020449897750511,0.0268353546251248,0.358,8/14,12.62%,LAPTM5;SYK;HSPA1A;HSPA1B;PYCARD;APOA1;CASP4;PYDC1
Astrocyte,13,prerank,Fc-gamma Receptor Signaling Pathway (GO:0038094),-0.7156734787204934,-1.833880167739336,0.0,0.0498857040819673,0.735,7/12,15.59%,VAV3;SYK;FCGR3A;VAV1;FCER1G;FGR;HCK
Astrocyte,13,prerank,Regulation Of Platelet Activation (GO:0010543),-0.7053575847396281,-1.8721255404262256,0.0061475409836065,0.0410209691781819,0.55,7/14,15.68%,PRKCA;NOS3;SYK;PDGFB;FCER1G;PLA2G4A;THBD
Astrocyte,13,prerank,L-alpha-amino Acid Transmembrane Transport (GO:1902475),-0.7034734680830029,-1.8660592914682967,0.0042826552462526,0.0405707547155803,0.587,5/14,7.08%,SLC25A18;SLC7A11;SLC7A2;SLC1A2;SLC7A5
Astrocyte,13,prerank,Cellular Response To Hormone Stimulus (GO:0032870),-0.6983886330489819,-2.190369435889399,0.0,0.0051324448736577,0.006,10/26,8.18%,NR4A3;ZFP36L1;SOX9;NSMF;LMO2;HSPA1A;RAMP2;NPFFR2;HSPA1B;HSPA8
Astrocyte,13,prerank,Cellular Response To Peptide Hormone Stimulus (GO:0071375),-0.6888777756607294,-2.06920846452458,0.0,0.0075415516510889,0.034,7/23,5.80%,NR4A3;NR4A1;ZFP36L1;NR4A2;FOXO1;RAB31;PKM
Astrocyte,13,prerank,Regulation Of Fat Cell Differentiation (GO:0045598),-0.6864779122208976,-1.9456540067852237,0.0,0.0270553165482815,0.262,11/19,18.26%,SFRP2;ZFP36L1;ZFP36;FOXO1;ZFP36L2;RORA;WWTR1;LCP1;SFRP1;CMKLR1;MEDAG
