id,Tau binding,Amyloid-beta binding,Calcium homeostasis,Zinc ion binding,mRNA binding,rRNA binding,Ubiquitin regulation,Oxidoreduction,NADH dehydrogenase,Camptothecin,Dactinomycin,Niclosamide,Parthenolide,Teniposide
MMP2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CCL20,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ATP1B2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
HIST1H4H,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ACTC1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GCHFR,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CAPNS1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
AXL,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CYP26A1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CXCL14,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CALCRL,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TIE1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NSF,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TAC1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
COL3A1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PTGES,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ABCG2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SOD2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
S100A10,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SCD5,False,False,False,False,False,False,False,False,False,True,True,True,True,True
COL1A1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PLOD2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NAV3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
KLRK1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HBB,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PIP,False,False,False,False,False,False,False,False,False,True,True,True,True,True
H3F3B,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IGFBP3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
KIAA0040,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TRMT112,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LYVE1,False,False,False,False,False,False,False,False,False,True,False,True,False,False
MEIS2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
KCTD12,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ALOX5,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PSENEN,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ALDH1A2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
POP7,False,False,False,False,False,False,False,False,False,True,False,True,False,True
HIST1H2AC,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SOX17,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LAIR1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CNN3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PSME1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
EFNA5,False,False,False,False,False,False,False,False,False,True,False,False,True,False
MAPKAPK3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
VWF,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LMO4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HHEX,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TP63,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ERG,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SLAMF8,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HAS2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ENTPD1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CD63,False,False,False,False,False,False,False,False,False,True,True,True,True,True
UQCRQ,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CENPF,False,False,False,False,False,False,False,False,False,True,True,True,True,True
AFP,False,False,False,False,False,False,False,False,False,True,True,True,True,True
OASL,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TNIK,False,False,False,False,False,False,False,False,False,True,True,True,True,True
YWHAB,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SLC31A2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CNN2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CCL19,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TBX3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CD53,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CHMP5,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TTR,False,False,False,False,False,False,False,False,False,True,False,True,True,True
LGALS1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
COL11A1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ATP10A,False,False,False,False,False,False,False,False,False,True,False,False,True,False
PDE1A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
BCL6,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CTAG2,False,False,False,False,False,False,False,False,False,True,True,False,True,True
RUNX1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FZD2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NTHL1,False,False,False,False,False,False,False,False,False,True,False,True,True,True
PCSK5,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FMOD,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PPP1R1A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MFNG,False,False,False,False,False,False,False,False,False,True,True,False,False,True
APOD,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CXCL12,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MARCKSL1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CP,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CDK2AP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HIGD2A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CXCL5,False,False,False,False,False,False,False,False,False,True,True,True,True,True
H1FX,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PGR,False,False,False,False,False,False,False,False,False,True,False,True,True,True
CD22,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MECOM,False,False,False,False,False,False,False,False,False,True,True,True,True,True
METTL7A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SAMD9,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GRAMD1C,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IGFBP5,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TFPI2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HIST1H2BH,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NPC2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TGFBI,False,False,False,False,False,False,False,False,False,True,True,True,True,True
WWOX,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HSPB3,False,False,False,False,False,False,False,False,False,True,False,True,True,True
ARHGDIB,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GATM,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CCRL2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
BSG,False,False,False,False,False,False,False,False,False,True,True,True,True,True
AP1M2,False,False,False,False,False,False,False,False,False,True,False,False,True,False
FCGR3B,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IGHA1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CASP4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ARHGAP29,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TRH,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CXCL13,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CNP,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TCF12,False,False,False,False,False,False,False,False,False,True,True,True,True,True
COX6C,False,False,False,False,False,False,False,False,False,True,True,False,True,False
VDR,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SH3BGRL3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MAGI2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MACF1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DHRS2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
WIF1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PRRG4,False,False,False,False,False,False,False,False,False,True,True,False,True,False
FOXD1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CH25H,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PDE4B,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SCD,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ANK3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FST,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TNC,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PRKCA,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RPS16,False,False,False,False,False,False,False,False,False,True,True,False,True,True
NKX2-1,False,False,False,False,False,False,False,False,False,True,True,False,True,True
SDS,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CDC42EP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FCGBP,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SFTPA2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DTNA,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PTPRD,False,False,False,False,False,False,False,False,False,True,True,True,True,True
POLR2J,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SERPINE1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
VCAM1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CHODL,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GNAS,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MGP,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ARC,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NEFH,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ELOVL5,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ZBTB20,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LGR5,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TMEM176A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TYMP,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PLEKHO2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TIMM17B,False,False,False,False,False,False,False,False,False,True,True,True,True,True
COL9A2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MALL,False,False,False,False,False,False,False,False,False,True,True,True,True,True
COX6A1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
KAZN,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ACSBG1,False,False,False,False,False,False,False,False,False,True,False,True,False,True
CADPS2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RORA,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TFPI,False,False,False,False,False,False,False,False,False,True,True,True,True,True
STMN1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PEA15,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RHOC,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NEFM,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PRTN3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SCGB1D2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SPINT1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FCGRT,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PDE8A,False,False,False,False,False,False,False,False,False,True,False,False,True,False
CDKN1C,False,False,False,False,False,False,False,False,False,True,True,True,True,True
AURKAIP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PPBP,False,False,False,False,False,False,False,False,False,True,True,True,True,True
VPREB3,False,False,False,False,False,False,False,False,False,True,False,True,True,True
FBL,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RNASE6,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ZFP36L2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ARL6IP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
EPHA2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HIST1H2BG,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CCL4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DEFA5,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NEK2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NENF,False,False,False,False,False,False,False,False,False,True,False,True,True,True
TBX2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DMD,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CLDN10,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ITIH5,False,False,False,False,False,False,False,False,False,True,True,True,True,True
WEE1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FGF1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
F7,False,False,False,False,False,False,False,False,False,True,True,True,False,False
IGKC,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PTGER4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
KIF18B,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CCNI,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GHR,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PRSS16,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PTGS2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HMMR,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PODXL,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IFI44,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DACH1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PLIN3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CDT1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
POLR2G,False,False,False,False,False,False,False,False,False,True,True,True,True,True
AZGP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LAMA2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PTPRK,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HLA-DPB1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FPR1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GZMA,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IL1R1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
EPS8,False,False,False,False,False,False,False,False,False,True,True,True,True,True
C3AR1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CD37,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PLAC8,False,False,False,False,False,False,False,False,False,True,True,True,True,True
EIF4EBP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PHLDA2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
KRT17,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HNRNPA1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RBP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CD177,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GABRE,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CYCS,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CNTNAP2,False,False,False,False,False,False,False,False,False,True,True,True,True,False
APLNR,False,False,False,False,False,False,False,False,False,True,True,True,True,True
AGT,False,False,False,False,False,False,False,False,False,True,True,True,True,True
EYA1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NDC80,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IL2RG,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HCLS1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SDC1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LIMS2,False,False,False,False,False,False,False,False,False,True,False,False,True,False
NFIB,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SLCO4A1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SRGAP2,False,False,False,False,False,False,False,False,False,True,False,True,False,False
PLVAP,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RPL10,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TNFSF13,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MLPH,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CD99,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LPAR6,False,False,False,False,False,False,False,False,False,True,True,True,True,True
BDNF,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TCIRG1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PDGFRA,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ANGPT1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SLC26A2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HINT1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LYZ,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MCM5,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SLFN12,False,False,False,False,False,False,False,False,False,True,False,False,False,True
CPB1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CLIC3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TNS3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
COX17,False,False,False,False,False,False,False,False,False,True,True,True,True,True
UQCR11,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CD69,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CD7,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PALMD,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TMPRSS2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NFATC4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GBP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
B4GALT1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LRIG1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NID1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
WLS,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TNFAIP8,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GPM6B,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MEF2A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FOLH1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
THSD7A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NES,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CFLAR,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PLLP,False,False,False,False,False,False,False,False,False,True,True,True,True,True
COL4A5,False,False,False,False,False,False,False,False,False,True,True,True,True,True
APOL6,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MSLN,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ELF3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SERPINE2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FRMD4B,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GULP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DPYD,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CD86,False,False,False,False,False,False,False,False,False,True,True,True,True,True
APOLD1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PFN2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
KIF18A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CLIC4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GYPC,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CD84,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LGALS3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ARHGAP6,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HLA-DRB1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PENK,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RABAC1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
COL8A1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DAAM2,False,False,False,False,False,False,False,False,False,True,True,False,True,True
ENOSF1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LDHB,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RPL31,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MYO15B,False,False,False,False,False,False,False,False,False,True,True,False,False,False
NMU,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CCK,False,False,False,False,False,False,False,False,False,True,True,True,True,True
COLEC12,False,False,False,False,False,False,False,False,False,True,True,True,True,True
XYLT1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NBL1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DENND2D,False,False,False,False,False,False,False,False,False,True,True,True,True,True
C1QB,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HLA-DQA1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ACTA1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CRISPLD2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RPL38,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SKP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FOXF1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CD163,False,False,False,False,False,False,False,False,False,True,True,True,True,True
AEBP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
S1PR1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ALOX5AP,False,False,False,False,False,False,False,False,False,True,True,True,True,True
AHCYL2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
AHNAK,False,False,False,False,False,False,False,False,False,True,True,True,True,True
AKAP13,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PRKCH,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MZT2A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RGS4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PKP2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ENG,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CLDN7,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RPS25,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CCL2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CHI3L1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CYP1B1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PI3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PDE10A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
EFHD1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MAN2A1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MMP14,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CHST11,False,False,False,False,False,False,False,False,False,True,True,True,True,True
OAS2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PLXNB1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HCK,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RPL14,False,False,False,False,False,False,False,False,False,True,True,True,True,True
OLR1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NEFL,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CHGA,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CAV1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PNOC,False,False,False,False,False,False,False,False,False,True,True,False,True,False
KANK1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
KIF13B,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FCN1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HIST1H2AE,False,False,False,False,False,False,False,False,False,True,True,True,True,True
EMCN,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GREM1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CTSW,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PLAT,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DEFA4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
EEF2,False,False,False,False,False,False,False,False,False,True,False,False,True,True
PTPRM,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NACA,False,False,False,False,False,False,False,False,False,True,False,True,True,True
RGS1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RAC2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ADSL,False,False,False,False,False,False,False,False,False,True,True,True,True,True
WIPF1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IGFBP7,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TLR3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SP100,False,False,False,False,False,False,False,False,False,True,True,True,True,True
S100A1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TMSB15A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HK2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TMPRSS3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FGR,False,False,False,False,False,False,False,False,False,True,True,True,True,True
STAB1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PMP22,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TNS1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CRIM1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PVALB,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PSMC3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PMVK,False,False,False,False,False,False,False,False,False,True,False,True,True,True
CSF3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SV2C,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PLA1A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ALDOC,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MS4A6A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SLC1A5,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SERPINA1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
BEX1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PTHLH,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FPR3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TIMP4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FOXN3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ANG,False,False,False,False,False,False,False,False,False,True,True,True,True,True
INPP4B,False,False,False,False,False,False,False,False,False,True,True,True,True,True
AQP4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ATOX1,False,False,False,False,False,False,False,False,False,True,False,True,True,True
GPRC5A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PAQR6,False,False,False,False,False,False,False,False,False,True,True,True,True,True
AGR2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RPS21,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MARCH1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TSPYL1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RELN,False,False,False,False,False,False,False,False,False,True,True,True,True,True
F12,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ERBB4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SEC61G,False,False,False,False,False,False,False,False,False,True,True,True,True,True
POLR2F,False,False,False,False,False,False,False,False,False,True,False,False,False,True
VAMP5,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IRF1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SAT1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
COL17A1,False,False,False,False,False,False,False,False,False,True,False,False,True,False
TAGLN2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
THY1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ACTG2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
KCNJ15,False,False,False,False,False,False,False,False,False,True,True,True,True,True
COL4A1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
KCNMB1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
